,Provider_Name,NPI,Medicaid_EP_Hospital_Type,Specialty,Business_Street_Address,Business_City,Business_County,Business_ZIP_Code,Business_State_Territory,Program_Year,Payment_Year,Payment_Year_Number,Payment_Criteria__Medicaid_Only,Payee_Name,Payee_NPI,Disbursement_Amount,Total_Payments,Longitude,Latitude
14381,#,#,Dentist,UNKNOWN,#,Riverside,Riverside,92505.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.473348,33.905289
14382,#,#,Physician,INFECTIOUS DISEASE,#,Monterey,Monterey,93940.0,California,2014.0,2014.0,1.0,AIU,#,#,14166.67,14166.67,-121.863381,36.58679
14383,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
14384,#,#,Physician,UNKNOWN,#,Marysville,Yuba,95901.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.567251,39.12021
14385,#,#,Physician,FAMILY PRACTICE,#,Guerneville,Sonoma,95446.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-122.999155,38.50249
14386,#,#,Dentist,UNKNOWN,#,Rancho Cordova,Sacramento,95670.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.274091,38.61677
14387,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94602.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
14388,#,#,Dentist,UNKNOWN,#,Palmdale,Los Angeles,93552.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.045731,34.55691
14389,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Livingston,Merced,95334.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-120.723761,37.37985
14390,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Los Angeles,Los Angeles,90031.0,California,2015.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.216411,34.07391
14391,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
14392,#,#,Nurse Practitioner,UNKNOWN,#,Panorama City,Los Angeles,91402.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.450681,34.22969
14393,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Orange,Orange,92868.0,California,2012.0,2015.0,2.0,MU,#,#,-8500.0,0.0,-117.888661,33.78874
14394,#,#,Dentist,UNKNOWN,#,Los Angeles,Los Angeles,90045.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.373231,33.92714
14395,#,#,Physician,UNKNOWN,#,French Camp,San Joaquin,95231.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,8500.0,-121.282211,37.88655
14396,#,#,Physician,ORTHOPEDIC SURGERY,#,TORRANCE,Los Angeles,90502.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
14397,#,#,Physician,UNKNOWN,#,Fountain Valley,Orange,92708.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-117.933231,33.71465
14398,#,#,Dentist,UNKNOWN,#,Sacramento,Sacramento,95826.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-121.376481,38.55633
14399,#,#,Physician,UNKNOWN,#,Sylmar,Los Angeles,91342.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.445531,34.32593
14400,#,#,Physician,PEDIATRIC MEDICINE,#,Oakland,Alameda,94602.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
14401,#,#,Dentist,UNKNOWN,#,Santa Rosa,Sonoma,95401.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.743541,38.44042
14402,#,#,Physician,UNKNOWN,#,El Cajon,San Diego,92019.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-116.944271,32.79401
14403,#,#,Physician,PATHOLOGY,#,Sylmar,Los Angeles,91342.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.445531,34.32593
14404,#,#,Physician,UNKNOWN,#,Tustin,Orange,92782.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-117.832117,33.714658
14405,#,#,Nurse Practitioner,UNKNOWN,#,Palm Springs,Riverside,92262.0,California,2012.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-116.546171,33.83855
14406,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-121.933911,37.31439
14407,#,#,Dentist,UNKNOWN,#,Madera,Madera,93637.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-120.047343,36.945435
14408,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Oakland,Alameda,94601.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.22464,37.780079
14409,#,#,Physician,UNKNOWN,#,Moreno Valley,Riverside,92555.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.195861,33.9117
14410,#,#,Dentist,UNKNOWN,#,El Cajon,San Diego,92021.0,California,2012.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-116.952861,32.80822
14411,#,#,Nurse Practitioner,UNKNOWN,#,Arcata,Humboldt,95521.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-124.087015,40.897443
14412,#,#,Physician,UNKNOWN,#,SAN DIEGO,San Diego,92123.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-117.151331,32.7981
14413,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90057.0,California,2015.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-118.271071,34.06603
14414,#,#,Physician,UNKNOWN,#,SAN DIEGO,San Diego,92123.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-117.151331,32.7981
14415,#,#,Dentist,UNKNOWN,#,Loma Linda,San Bernardino,92350.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.261366,34.051071
14416,#,#,Dentist,UNKNOWN,#,MILPITAS,Santa Clara,95035.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.917721,37.44433
14417,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14418,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14419,#,#,Physician,UNKNOWN,#,Visalia,Tulare,93291.0,California,2016.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-119.288631,36.33223
14420,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90022.0,California,2016.0,2017.0,6.0,MU,#,#,8500.0,63750.0,-118.153491,34.02
14421,#,#,Physician,UNKNOWN,#,LONG BEACH,Los Angeles,90806.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.189911,33.79328
14422,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14423,#,#,Nurse Practitioner,UNKNOWN,#,Carmichael,Sacramento,95608.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-121.328804,38.651145
14424,#,#,Nurse Practitioner,UNKNOWN,#,Tracy,San Joaquin,95376.0,California,2014.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-121.425501,37.73616
14425,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93306.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.969811,35.38221
14426,#,#,Certified Nurse - Midwife,UNKNOWN,#,Ukiah,Mendocino,95482.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-123.211831,39.12774
14427,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14428,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14429,#,#,Nurse Practitioner,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.416581,37.76472
14430,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14431,#,#,Nurse Practitioner,UNKNOWN,#,Vista,San Diego,92084.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.228631,33.20959
14432,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14433,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.132641,38.00674
14434,#,#,Nurse Practitioner,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2017.0,1.0,MU,#,#,21250.0,29750.0,-117.876761,33.784787
14435,#,#,Dentist,UNKNOWN,#,Lake Forest,Orange,92630.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.687486,33.642638
14436,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14437,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14438,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14439,#,#,Dentist,UNKNOWN,#,Glendora,Los Angeles,91741.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.871941,34.13371
14440,#,#,Dentist,UNKNOWN,#,Chula Vista,San Diego,91910.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.081871,32.64133
14441,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90017.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.265676,34.059813
14442,#,#,Doctor of Optometry,UNKNOWN,#,Turlock,Stanislaus,95380.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-120.839756,37.510448
14443,#,#,Physician,UNKNOWN,#,Chico,Butte,95926.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.850031,39.75353
14444,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,San Francisco,San Francisco,94133.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.408731,37.79994
14445,#,#,Physician,PEDIATRIC MEDICINE,#,Los Angeles,Los Angeles,90028.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-118.329806,34.097958
14446,#,#,Dentist,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
14447,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,Los Angeles,Los Angeles,90032.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-118.179193,34.06685
14448,#,#,Dentist,UNKNOWN,#,San Diego,San Diego,92161.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.232291,32.87497
14449,#,#,Physician,UNKNOWN,#,Camarillo,Ventura,93012.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.987711,34.22595
14450,#,#,Nurse Practitioner,UNKNOWN,#,Madera,Madera,93637.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-120.045721,36.94435
14451,#,#,Physician,UNKNOWN,#,Ventura,Ventura,93003.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.251951,34.27648
14452,#,#,Physician,UNKNOWN,#,Turlock,Stanislaus,95380.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-120.863051,37.49233
14453,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14454,#,#,Dentist,UNKNOWN,#,San Jacinto,Riverside,92583.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-116.936571,33.78176
14455,#,#,Dentist,UNKNOWN,#,Chula Vista,San Diego,91910.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.082231,32.63409
14456,#,#,Nurse Practitioner,UNKNOWN,#,Gridley,Butte,95948.0,California,2014.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-121.691001,39.3674
14457,#,#,Dentist,UNKNOWN,#,orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
14458,#,#,Physician,PEDIATRIC MEDICINE,#,Orange,Orange,92868.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.865551,33.78152
14459,#,#,Dentist,UNKNOWN,#,Whittier,Los Angeles,90602.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.042503,33.953517
14460,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90010.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.306693,34.061734
14461,#,#,Certified Nurse - Midwife,CERTIFIED NURSE MIDWIFE,#,San Pablo,Contra Costa,94806.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.338741,37.95412
14462,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90037.0,California,2016.0,2018.0,1.0,AIU,#,#,21250.0,29750.0,-118.287371,33.9902
14463,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
14464,#,#,Nurse Practitioner,UNKNOWN,#,North Hollywood,Los Angeles,91605.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-118.413825,34.194221
14465,#,#,Dentist,UNKNOWN,#,San Diego,San Diego,92113.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.146861,32.70123
14466,#,#,Physician,UNKNOWN,#,SAN BERNARDINO,San Bernardino,92410.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.298694,34.09684
14467,#,#,Nurse Practitioner,UNKNOWN,#,Vista,San Diego,92084.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-117.228631,33.20959
14468,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Sacramento,Sacramento,95816.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.456611,38.57118
14469,#,#,Nurse Practitioner,UNKNOWN,#,Glendale,Los Angeles,91205.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-118.249284,34.146367
14470,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14471,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90007.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-118.275701,34.02354
14472,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
14473,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90023.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.187731,34.02423
14474,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
14475,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14476,#,#,Nurse Practitioner,UNKNOWN,#,Sylmar,Los Angeles,91342.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.445531,34.32593
14477,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14478,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Lancaster,Los Angeles,93534.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.147371,34.70292
14479,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Pasadena,Los Angeles,91104.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.131885,34.177885
14480,#,#,Nurse Practitioner,UNKNOWN,#,Pasadena,Los Angeles,91103.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.150777,34.177639
14481,#,#,Dentist,UNKNOWN,#,Bakersfield,Kern,93301.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.018181,35.37351
14482,#,#,Nurse Practitioner,UNKNOWN,#,Valley Center,San Diego,92082.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-116.954196,33.277142
14483,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Yuba City,Sutter,95991.0,California,2012.0,2013.0,2.0,MU,#,#,8500.0,29750.0,-121.616871,39.1427
14484,#,#,Physician,PLASTIC AND RECONSTRUCTIVE SURGERY,#,Los Angeles,Los Angeles,90007.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.273882,34.02878
14485,#,#,Physician,INTERNAL MEDICINE,#,Los Angeles,Los Angeles,90033.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
14486,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2016.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-121.933911,37.31439
14487,#,#,Physician,UNKNOWN,#,Salinas,Monterey,93906.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.633071,36.69624
14488,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90042.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.191435,34.118503
14489,#,#,Physician,UNKNOWN,#,Kerman,Fresno,93630.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-120.060661,36.7272
14490,#,#,Nurse Practitioner,UNKNOWN,#,San Francisco,San Francisco,94102.0,California,2012.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.411701,37.78529
14491,#,#,Nurse Practitioner,UNKNOWN,#,Modesto,Stanislaus,95350.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-120.995501,37.66593
14492,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93306.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.969811,35.38221
14493,#,#,Physician,UNKNOWN,#,San Diego,San Diego,92123.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,39667.0,-117.122761,32.81208
14494,#,#,Physician,UNKNOWN,#,San Diego,San Diego,92123.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,17000.0,-117.151331,32.7981
14495,#,#,Physician,DIAGNOSTIC RADIOLOGY,#,Rancho Cucamongo,San Bernardino,91730.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.574801,34.09729
14496,#,#,Physician,EMERGENCY MEDICINE,#,Walnut,Los Angeles,91789.0,California,2011.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.892541,34.02769
14497,#,#,Physician,UNKNOWN,#,Sacramento,Sacramento,95826.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.351021,38.56434
14498,#,#,Physician,GENERAL SURGERY,#,Ventura,Ventura,93003.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-119.251951,34.27648
14499,#,#,Physician,INTERNAL MEDICINE,#,Covina,Los Angeles,91722.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-117.899911,34.086238
14500,#,#,Physician,UNKNOWN,#,Riverside,Riverside,92506.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-117.395331,33.94498
14501,#,#,Physician,UNKNOWN,#,San Rafael,Marin,94901.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-122.499831,37.95816
14502,#,#,Nurse Practitioner,UNKNOWN,#,Oakland,Alameda,94609.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-122.264261,37.82632
14503,#,#,Physician,INTERNAL MEDICINE,#,Chino,San Bernardino,91710.0,California,2012.0,2013.0,2.0,MU,#,#,8500.0,29750.0,-117.688291,34.02582
14504,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Arcata,Humboldt,95521.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-124.087015,40.897443
14505,#,#,Physician,INTERNAL MEDICINE,#,Pacoima,Los Angeles,91331.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-118.410641,34.27376
14506,#,#,Physician,PEDIATRIC MEDICINE,#,Los Angeles,Los Angeles,90095.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.443579,34.063718
14507,#,#,Physician,UNKNOWN,#,Glendale,Los Angeles,91205.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.249266,34.146313
14508,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-118.211836,34.051571
14509,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Susanville,Lassen,96130.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-120.625611,40.43777
14510,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Woodlake,Tulare,93286.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-119.100581,36.41404
14511,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90045.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-118.395721,33.96021
14512,#,#,Dentist,UNKNOWN,#,San Marcos,San Diego,92069.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-117.157071,33.14021
14513,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Bakersfield,Kern,93301.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-119.018181,35.37351
14514,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Sacramento,Sacramento,95811.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.481651,38.57686
14515,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Downey,Los Angeles,90241.0,California,2016.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-118.130491,33.93586
14516,#,#,Physician,GENERAL PRACTICE,#,Van Nuys,Los Angeles,91411.0,California,2012.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.452321,34.18698
14517,#,#,Physician,THORACIC SURGERY,#,Orange,Orange,92868.0,California,2015.0,2016.0,4.0,MU,#,#,8500.0,46750.0,-117.866451,33.78183
14518,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90006.0,California,2013.0,2013.0,2.0,MU,#,#,8500.0,22666.67,-118.290721,34.05262
14519,#,#,Physician,GENERAL PRACTICE,#,Northridge,Los Angeles,91324.0,California,2011.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.536711,34.22224
14520,#,#,Nurse Practitioner,UNKNOWN,#,San Jose,Santa Clara,95125.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-121.914211,37.3018
14521,#,#,Physician,RHEUMATOLOGY,#,French Camp,San Joaquin,95231.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.282211,37.88655
14522,#,#,Physician,FAMILY PRACTICE,#,San Francisco,San Francisco,94110.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
14523,#,#,Physician,FAMILY PRACTICE,#,Monterey Park,Los Angeles,91754.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,29750.0,-118.122261,34.06418
14524,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93306.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.969811,35.38221
14525,#,#,Physician,UNKNOWN,#,Visalia,Tulare,93291.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-119.288431,36.33257
14526,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94601.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-122.226345,37.777877
14527,#,#,Dentist,UNKNOWN,#,Oroville,Butte,95966.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-121.551459,39.501707
14528,#,#,Physician,INFECTIOUS DISEASE,#,Oakland,Alameda,94609.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-122.267631,37.83706
14529,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Nipomo,San Luis Obispo,93444.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-120.498731,35.02699
14530,#,#,Physician,FAMILY PRACTICE,#,Loma Linda,San Bernardino,92354.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-117.249521,34.04741
14531,#,#,Physician,UNKNOWN,#,Chula Vista,San Diego,91911.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.064491,32.596759
14532,#,#,Physician,PSYCHIATRY,#,Burbank,Los Angeles,91505.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.345977,34.165704
14533,#,#,Physician,FAMILY PRACTICE,#,Chula Vista,San Diego,91910.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-117.081251,32.64262
14534,#,#,Physician,INTERNAL MEDICINE,#,Anaheim,Orange,92801.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-117.930511,33.8469
14535,#,#,Dentist,UNKNOWN,#,Sunnyvale,Santa Clara,94087.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.026231,37.35987
14536,#,#,Physician,UNKNOWN,#,Westminster,Orange,92683.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-117.948141,33.74406
14537,#,#,Dentist,UNKNOWN,#,Watsonville,Santa Cruz,95076.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.768961,36.92781
14538,#,#,Dentist,UNKNOWN,#,Covina,Los Angeles,91722.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.90062,34.086236
14539,#,#,Dentist,UNKNOWN,#,Sanger,Fresno,93657.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-119.556391,36.70472
